movieid,actorid,character_name,creditorder,pay,screentime
195,1220,Molt,6,,0
195,781,Slim,7,,0
195,1221,Heimlich,8,,0
195,676,Francis,9,,0
196,730,Dr. Niko Tatopoulos,1,,0
196,978,Philippe Roachï¿½,2,,0
196,1222,Audrey Timmonds,3,,0
196,919,Victor 'Animal' Palotti,4,,0
196,347,Colonel Hicks,5,,0
196,1223,Mayor Ebert,6,,0
196,1224,Charles Caiman,7,,0
196,1225,Lucy Palotti,8,,0
196,1226,Dr. Elsie Chapman,9,,0
197,6,Harry S. Stamper,1,,0
197,637,Dan Truman,2,,0
197,1015,A.J. Frost,3,,0
197,1227,Grace Stamper,4,,0
197,740,Chick,5,,0
197,1228,Rockhound,6,,0
197,1107,Colonel Willie Sharp,7,,0
197,1229,Oscar,8,,0
197,1230,Bear,9,,0
198,71,Martin Riggs,1,,0
198,72,Roger Murtaugh,2,,0
198,73,Leo Getz,3,,0
198,499,Lorna Cole,4,,0
198,518,Detective Lee Butters,5,,0
198,1231,Wah Sing Ku,6,,0
198,79,Captain Ed Murphy,7,,0
198,1232,Benny 'Uncle Benny' Chan,8,,0
198,77,Trish Murtaugh,9,,0
199,1233,Heather Donahue,1,,0
199,1234,Joshua 'Josh' Leonard,2,,0
199,1235,Michael 'Mike' Williams,3,,0
199,1236,Short Fisherman,4,,0
199,1237,Interviewee,5,,0
199,1238,Waitress (as Sandra Sanchez),6,,0
199,1239,Fisherman With Glasses,7,,0
199,1240,Mary Brown,8,,0
199,1241,Man in Yellow Hat,9,,0
200,1242,Jim Levenstein,1,,0
200,1243,Stifler's Mom,2,,0
200,1244,Nadia,3,,0
200,1245,Michelle Flaherty,4,,0
200,1246,Chris 'Oz' Ostreicher,5,,0
200,1247,English Teacher,6,,0
200,1248,Jim's Dad,7,,0
200,1249,Jessica,8,,0
200,1250,Kevin Myers,9,,0
201,929,Lester Burnham,1,,0
201,1251,Carolyn Burnham,2,,0
201,548,Jane Burnham,3,,0
201,1252,Ricky Fitts,4,,0
201,1253,Angela Hayes,5,,0
201,793,Buddy Kane,6,,0
201,1254,Barbara Fitts,7,,0
201,1255,Colonel Fitts,8,,0
201,1256,Jim Olmeyer,9,,0
202,1129,Sonny Koufax,1,,0
202,1013,Layla Maloney,2,,0
202,1257,Kevin Gerrity,3,,0
202,1258,Julian 'Frankenstien' McGrath,4,,0
202,1259,Julian 'Frankenstien' McGrath,5,,0
202,356,Arthur Brooks,6,,0
202,1058,Corinne Maloney,7,,0
202,1260,Phil D'Amato,8,,0
202,1261,Delivery Guy,9,,0
203,6,Malcolm Crowe,1,,0
203,1262,Cole Sear,2,,0
203,1263,Lynn Sear,3,,0
203,1264,Anna Crowe,4,,0
203,1265,Tommy Tammisimo,5,,0
203,984,Vincent Gray,6,,0
203,1266,Darren (as Peter Tambakis),7,,0
203,1267,Bobby,8,,0
203,1268,Stanley Cunningham,9,,0
204,153,Anna Scott,1,,0
204,1269,William Thacker,2,,0
204,1270,Tony,3,,0
204,1271,Spike,4,,0
204,1272,Martin,5,,0
204,1273,Rufus the Thief,6,,0
204,1274,Annoying Customer,7,,0
204,1275,Ritz Concierge,8,,0
204,1276,Time Out' Journalist,9,,0
205,1,Paul Brenner,1,,0
205,529,Sara Sunhill,2,,0
205,940,General Campbell,3,,0
205,1277,Colonel Kent,4,,0
205,1278,Elisabeth Campbell,5,,0
205,1279,Chief Yardley,6,,0
205,1280,Colonel Fowler,7,,0
205,741,Colonel Moore,8,,0
205,1281,Belling,9,,0
206,519,Paul Edgecomb,1,,0
206,968,Brutus 'Brutal' Howell,2,,0
206,875,Jan Edgecomb,3,,0
206,1230,John Coffey,4,,0
206,940,Warden Hal Moores,5,,0
206,643,Eduard Delacroix,6,,0
206,232,Arlen Bitterbuck,7,,0
206,1282,Percy Wetmore,8,,0
206,1283,Wild Bill' Wharton,9,,0
207,69,Neo,1,,0
207,1284,Morpheus,2,,0
207,1285,Trinity,3,,0
207,1286,Agent Smith,4,,0
207,1287,Oracle,5,,0
207,663,Cypher,6,,0
207,1288,Tank,7,,0
207,1289,Apoc,8,,0
207,1290,Mouse,9,,0
208,153,Maggie Carpenter,1,,0
208,166,Ike Graham,2,,0
208,1291,Peggy Flemming,3,,0
208,173,Fisher,4,,0
208,585,Ellie Graham,5,,0
208,1292,Walter Carpenter,6,,0
208,1293,Coach Bob Kelly,7,,0
208,1294,Priest Brian Norris,8,,0
208,1295,George 'Bug Guy' Swilling,9,,0
209,660,Travis,1,,0
209,1296,Libby,2,,0
209,1297,Matty - Age 4,3,,0
209,1298,Bobby,4,,0
209,1299,Nick,5,,0
209,1300,Rudy (as John MacLaren),6,,0
209,1301,Warren (as Edward Evanko),7,,0
209,1302,Angie,8,,0
209,1303,Bartender At Party,9,,0
210,388,Paul Vitti,1,,0
210,44,Dr. Ben Sobel,2,,0
210,1304,Laura MacNamara Sobel,3,,0
210,1305,Primo Sidone,4,,0
210,1306,50s Gangster (as Kresimir Novakovic),5,,0
210,1307,Young Vitti Sr.,6,,0
210,1308,Young Dominic Manetta,7,,0
210,1309,Dominic Manetta,8,,0
210,1310,Jelly,9,,0
211,1057,Rick O'Connell,1,,0
211,1311,Evelyn Carnahan,2,,0
211,1312,Jonathan Carnahan,3,,0
211,1313,Imhotep,4,,0
211,1314,Beni Gabor,5,,0
211,873,Dr. Allen Chamberlain,6,,0
211,1315,Ardeth Bay,7,,0
211,1316,Dr. Terrence Bey,8,,0
211,1317,Mr. Henderson,9,,0
212,519,Woody,1,,0
212,701,Buzz Lightyear,2,,0
212,1291,Jessie the Yodeling Cowgirl,3,,0
212,1318,Stinky Pete the Prospector,4,,0
212,809,Mr. Potato Head,5,,0
212,810,Slinky Dog,6,,0
212,811,Rex the Green Dinosaur,7,,0
212,812,Hamm the Piggy Bank,8,,0
212,119,Bo Peep,9,,0
213,591,Qui-Gon Jinn,1,,0
213,1319,Obi-Wan Kenobi,2,,0
213,1320,Queen Amidala,3,,0
213,1321,Anakin Skywalker,4,,0
213,1322,Senator Palpatine,5,,0
213,1323,Shmi Skywalker,6,,0
213,1324,Sio Bibble,7,,0
213,1325,Captain Panaka,8,,0
213,1326,Jar Jar Binks,9,,0
214,131,Stuart Little,1,,0
214,520,Mrs. Little,2,,0
214,962,Mr. Little,3,,0
214,951,George Little,4,,0
214,916,Snowbell,5,,0
214,1305,Smokey,6,,0
214,1179,Monty,7,,0
214,1327,Lucky,8,,0
214,513,Red,9,,0
216,408,Clayton,1,,0
216,959,Kala,2,,0
216,1328,Jane,3,,0
216,216,Tarzan,4,,0
216,672,Professor Porter,5,,0
216,1329,Kerchak,6,,0
216,987,Tantor,7,,0
216,1330,Young Tarzan,8,,0
216,523,Terk,9,,0
217,971,James West,1,,0
217,622,Artemus Gordon,2,,0
217,1331,Dr. Arliss Loveless,3,,0
217,1332,Rita Escobar,4,,0
217,1042,Coleman,5,,0
217,1087,General McGrath,6,,0
217,1333,Amazonia (as Frederique van der Wal),7,,0
217,1334,Munitia,8,,0
217,1335,Miss Lippenrieder,9,,0
218,1336,Master Li Mu Bai,1,,0
218,1112,Yu Shu Lien,2,,0
218,1337,Jen Yu (Mandarin version),3,,0
218,1338,Lo 'Dark Cloud',4,,0
218,1339,Sir Te,5,,0
218,1340,Jade Fox,6,,0
218,1341,Governor Yu,7,,0
218,1342,Bo,8,,0
218,1343,Madame Yu,9,,0
219,1344,Drew,1,,0
219,1345,The Killer,2,,0
219,1346,Not Drew's Boyfriend,3,,0
219,1347,Trick or Treater #1,4,,0
219,1348,Trick or Treater #2,5,,0
219,1349,Trick or Treater #3,6,,0
219,1350,Drew's Dad,7,,0
219,1351,Drew's Mom,8,,0
219,1352,Cindy,9,,0
220,514,Malcolm Turner,1,,0
220,1353,Sherry Pierce,2,,0
220,1354,John,3,,0
220,1355,Trent Pierce,4,,0
220,831,Lester Vesco (as Terrence Dashon Howard),5,,0
220,1356,Nolan,6,,0
220,1357,Hattie Mae Pierce (Big Momma),7,,0
220,1358,Ben Rawley,8,,0
220,1359,Sadie,9,,0
221,614,Coach Herman Boone,1,,0
221,740,Coach Bill Yoast,2,,0
221,1360,Julius Campbell,3,,0
221,1361,Gerry Bertier,4,,0
221,1362,Petey Jones,5,,0
221,1363,Jerry 'Rev' Harris,6,,0
221,1364,Louie Lastik,7,,0
221,1365,Ronnie 'Sunshine' Bass,8,,0
221,1218,Sheryl Yoast,9,,0
222,1366,Fetcher,1,,0
222,1367,Mac,2,,0
222,71,Rocky,3,,0
222,1368,Mr. Tweedy,4,,0
222,1369,Babs,5,,0
222,431,Mrs. Tweedy,6,,0
222,1370,Ginger,7,,0
222,1371,Nick,8,,0
222,1372,Bunty,9,,0
223,1373,Javier Rodriguez,1,,0
223,1374,Manolo Sanchez,2,,0
223,1375,Desert Truck Driver,3,,0
223,1376,Desert Truck Driver,4,,0
223,1377,General Arturo Salazar,5,,0
223,1378,Salazar Soldier / The Torturer,6,,0
223,1379,Salazar Soldier #2,7,,0
223,1380,Lawyer Rodman,8,,0
223,80,Robert Wakefield,9,,0
224,153,Erin Brockovich,1,,0
224,1381,Dr. Jaffe,2,,0
224,1382,Rosalind,3,,0
224,1383,Ed Masry,4,,0
224,1384,Donald,5,,0
224,211,Brenda,6,,0
224,1385,Los Angeles Judge,7,,0
224,1386,Defending Lawyer,8,,0
224,1387,Defendant,9,,0
225,388,Jack Byrnes,1,,0
225,1123,Greg Focker,2,,0
225,1388,Pam Byrnes,3,,0
225,374,Dina Byrnes,4,,0
225,1389,Deborah Byrnes,5,,0
225,1390,Denny Byrnes,6,,0
225,1229,Kevin Rawley,7,,0
225,492,Dr. Larry Banks,8,,0
225,1391,Dr. Bob Banks,9,,0
226,71,Nick Marshall,1,,0
226,994,Darcy Maguire,2,,0
226,1392,Lola,3,,0
226,1393,Dan Wanamaker,4,,0
226,1394,Alex Marshall,5,,0
226,1395,Morgan Farwell,6,,0
226,696,Gigi,7,,0
226,1396,Eve,8,,0
226,1397,Margo,9,,0
227,1398,Logan,1,,0
227,932,Professor Charles Xavier,2,,0
227,1399,Eric Lensherr,3,,0
227,868,Jean Grey,4,,0
227,1400,Scott Summers,5,,0
227,512,Ororo Munroe,6,,0
227,1401,Rogue,7,,0
227,1402,Sabretooth,8,,0
227,1403,Toad,9,,0
228,253,Sherman Klump,1,,0
228,1404,Denise,2,,0
228,953,Dean Richmond,3,,0
228,955,Jason,4,,0
228,1405,Denise's Father,5,,0
228,1406,Denise's Mother,6,,0
228,1407,Leanne Guilford,7,,0
228,957,"Ernie Klump, Jr.",8,,0
228,1408,Isaac,9,,0
229,1409,Ramon,1,,0
229,1410,Bettina Peterson,2,,0
229,1411,Fyodor,3,,0
229,1412,Dick Peterson,4,,0
229,1413,Beautiful Russian Woman (as Yelena Papovic),5,,0
229,1414,Russian Babushka,6,,0
229,1415,Nicolai,7,,0
229,519,Chuck Noland,8,,0
229,1416,Yuri,9,,0
230,1039,Natalie Cook,1,,0
230,888,Dylan Sanders,2,,0
230,1417,Alex Munday,3,,0
230,115,John Bosley,4,,0
230,1283,Eric Knox,5,,0
230,1418,Vivian Wood,6,,0
230,252,Roger Corwin,7,,0
230,1419,Thin Man,8,,0
230,1420,Jason Gibbons,9,,0
231,560,Claire Spencer,1,,0
231,1421,Caitlin Spencer,2,,0
231,1422,Mary Feur,3,,0
231,1423,Warren Feur,4,,0
231,140,Norman Spencer,5,,0
231,1424,Beatrice,6,,0
231,1425,Jody,7,,0
231,1426,PhD Student #1,8,,0
231,1427,PhD Student #2,9,,0
232,1428,Maximus,1,,0
232,1429,Commodus,2,,0
232,1430,Lucilla,3,,0
232,1431,Proximo,4,,0
232,441,Marcus Aurelius,5,,0
232,1432,Gracchus,6,,0
232,1433,Juba,7,,0
232,1434,Falco,8,,0
232,964,Gaius,9,,0
233,71,Benjamin Martin,1,,0
233,1435,Gabriel Martin,2,,0
233,960,Charlotte Selton,3,,0
233,1436,Col. William Tavington,4,,0
233,1255,Col. Harry Burwell,5,,0
233,871,Jean Villeneuve,6,,0
233,122,Reverend Oliver,7,,0
233,1437,Anne Howard,8,,0
233,1138,Gen. Lord Charles Cornwallis,9,,0
234,1438,Billy Tyne,1,,0
234,1439,Bobby Shatford,2,,0
234,288,Dale 'Murph' Murphy,3,,0
234,1440,Christina Cotter,4,,0
234,1107,David 'Sully' Sullivan,5,,0
234,1441,Mike 'Bugsy' Moran,6,,0
234,1442,Alfred Pierre,7,,0
234,403,Linda Greenlaw,8,,0
234,1443,Melissa Brown,9,,0
235,688,Grinch,1,,0
235,1444,Cindy Lou Who,2,,0
235,1445,Max,3,,0
235,1126,Mayor Augustus Maywho,4,,0
235,920,Martha May Whovier,5,,0
235,1446,Lou Lou Who,6,,0
235,1447,Betty Lou Who,7,,0
235,1448,Whobris,8,,0
235,1449,8-Year-Old Grinch,9,,0
236,19,Ethan Hunt,1,,0
236,1450,Sean Ambrose,2,,0
236,1451,Nyah Hall,3,,0
236,624,Luther Strickell,4,,0
236,1452,Hugh Stamp,5,,0
236,1453,Billy Baird,6,,0
236,1454,McCloy,7,,0
236,1455,Dr. Nekhorvich,8,,0
236,1456,Wallis,9,,0
237,939,Plio,1,,0
237,632,Yar,2,,0
237,1457,Zini,3,,0
237,1218,Suri,4,,0
237,1458,Aladar,5,,0
237,1459,Kron,6,,0
237,1460,Bruton,7,,0
237,1461,Neera,8,,0
237,961,Baylene,9,,0
238,1242,Jim Levenstein,1,,0
238,1244,Nadia,2,,0
238,1245,Michelle Flaherty,3,,0
238,1246,Oz,4,,0
238,1250,Kevin Myers,5,,0
238,1249,Jessica,6,,0
238,1462,Vicky,7,,0
238,1463,Stifler,8,,0
238,1253,Heather,9,,0
239,1464,Gregorio Cortez,1,,0
239,1465,Ingrid Cortez,2,,0
239,1466,Carmen Cortez,3,,0
239,1467,Juni Cortez,4,,0
239,1468,Fegan Floop,5,,0
239,1102,Alexander Minion,6,,0
239,1113,Ms. Gradenko,7,,0
239,1469,Felix Gumm,8,,0
239,424,Mr. Lisp,9,,0
240,1470,Queen Clarisse Renaldi,1,,0
240,1471,Mia Thermopolis,2,,0
240,173,Joe,3,,0
240,1472,Lilly Moscovitz,4,,0
359,514,Bobby Davis,3,,0
359,829,Dudley Frank,4,,0
359,31,Jack,5,,0
359,1392,Maggie,6,,0
359,2038,Red,7,,0
359,2039,Murdock,8,,0
359,2040,Kelly Madsen,9,,0
361,1493,Dave,1,,0
361,2041,Ian,2,,0
361,2042,Claire,3,,0
361,1974,Gail,4,,0
361,1960,Alvin,5,,0
361,2043,Simon,6,,0
361,2044,Theodore,7,,0
361,2045,Female Intern #1,8,,0
361,2046,Female Intern #2,9,,0
362,1014,Jason Bourne,1,,0
362,1784,Nicky Parsons,2,,0
362,659,Noah Vosen,3,,0
362,248,Ezra Kramer,4,,0
362,2047,Simon Ross,5,,0
362,2048,Paz,6,,0
362,1383,Dr. Albert Hirsch,7,,0
362,1079,Pam Landy,8,,0
362,1786,Tom Cronin,9,,0
363,88,Homer Simpson,1,,0
363,1983,Marge Simpson,2,,0
363,2049,Bart Simpson,3,,0
363,1054,Lisa Simpson,4,,0
363,919,Professor Frink,5,,0
363,1224,Scratchy,6,,0
363,2050,Milhouse Van Houten,7,,0
363,2051,Booberella,8,,0
363,1715,Russ Cargill,9,,0
364,1975,Giselle,1,,0
364,1568,Robert Philip,2,,0
364,1400,Prince Edward,3,,0
364,1371,Nathaniel,4,,0
364,2052,Nancy Tremaine,5,,0
364,2053,Morgan Philip,6,,0
364,736,Queen Narissa,7,,0
364,1470,The Narrator,8,,0
364,2054,Pip in Andalasia,9,,0
365,614,Frank Lucas,1,,0
365,1428,Richie Roberts,2,,0
365,2055,Huey Lucas,3,,0
365,2056,Detective Trupo,4,,0
365,2057,Eva,5,,0
365,1087,Lou Toback,6,,0
365,2058,Nate,7,,0
365,1441,Freddie Spearman,8,,0
365,2059,Moses Jones,9,,0
366,6,John McClane,1,,0
366,2060,Thomas Gabriel,2,,0
366,1960,Matthew 'Matt' Farrell,3,,0
366,2010,Mai Linh,4,,0
366,2061,FBI Deputy Director Miguel Bowman,5,,0
366,2062,Trey,6,,0
366,2063,Casper,7,,0
366,2064,Frederick 'Warlock' Kaludis,8,,0
366,2065,Russo,9,,0
367,1896,Mr. Fantastic,1,,0
367,1897,Invisible Woman,2,,0
367,1898,Human Torch,3,,0
367,1899,The Thing,4,,0
367,1900,Dr. Doom,5,,0
367,1902,Alicia Masters,6,,0
367,2066,General Hager,7,,0
367,1284,The Silver Surfer,8,,0
367,2067,The Silver Surfer,9,,0
368,967,Ben Gates,1,,0
368,1799,Riley Poole,2,,0
368,1798,Abigail Chase,3,,0
368,976,Patrick Gates,4,,0
368,1189,Emily Appleton,5,,0
368,657,Mitch Wilkinson,6,,0
368,488,Sadusky,7,,0
368,1299,The President,8,,0
368,2068,Connor,9,,0
369,1160,Carter,1,,0
369,1155,Lee,2,,0
369,1639,Reynard,3,,0
369,2069,Kenji,4,,0
369,2070,George,5,,0
369,2071,Dragon Lady,6,,0
369,2072,Genevieve,7,,0
369,2073,Soo Yung,8,,0
369,1156,Ambassador Han,9,,0
370,2074,Remy,1,,0
370,2075,Skinner,2,,0
370,2076,Linguini,3,,0
370,223,Django,4,,0
370,2077,Emile,5,,0
370,2078,Anton Ego,6,,0
370,1718,Gusteau,7,,0
370,2079,Colette,8,,0
370,1977,Horst,9,,0
371,2080,Sam Witwicky,1,,0
371,2081,Mikaela Banes,2,,0
371,2082,Captain Lennox,3,,0
371,1685,USAF Tech Sergeant Epps,4,,0
371,2083,Maggie Madsen,5,,0
371,1356,Glen Whitmann,6,,0
371,976,Defense Secretary John Keller,7,,0
371,1584,Agent Simmons,8,,0
371,1380,Tom Banacheck,9,,0
372,1548,Harry Potter,1,,0
372,1550,Dudley Dursley,2,,0
372,2084,Piers,3,,0
372,2085,Malcolm,4,,0
372,2086,Mrs. Arabella Figg,5,,0
372,2087,TV Weatherman,6,,0
372,1549,Petunia Dursley,7,,0
372,1551,Vernon Dursley,8,,0
372,2088,Mafalda Hopkirk (voice) (as Jessica Stevenson),9,,0
373,971,Robert Neville,1,,0
373,2089,Anna,2,,0
373,2090,Ethan,3,,0
373,2091,Zoe Neville,4,,0
373,2092,Marley Neville,5,,0
373,2093,Mike - Military Escort,6,,0
373,2094,TV Personality,7,,0
373,1816,Alpha Male,8,,0
373,2095,Alpha Female,9,,0
374,450,Shrek,1,,0
374,253,Donkey,2,,0
374,1039,Princess Fiona,3,,0
374,1464,Puss in Boots,4,,0
374,1470,Queen,5,,0
374,1659,King,6,,0
374,1040,Prince Charming,7,,0
374,843,Merlin,8,,0
374,2096,Artie,9,,0
375,1650,Spider-Man,1,,0
375,874,Mary Jane Watson,2,,0
375,1651,New Goblin,3,,0
375,1059,Sandman,4,,0
375,2097,Venom,5,,0
375,1778,Gwen Stacy,6,,0
375,1653,May Parker,7,,0
375,1654,J. Jonah Jameson,8,,0
375,940,Captain Stacy,9,,0
376,207,Jack Sparrow,1,,0
376,1137,Captain Hector Barbossa,2,,0
376,1528,Will Turner,3,,0
376,1730,Elizabeth Swann,4,,0
376,1731,Norrington,5,,0
376,2018,Davy Jones,6,,0
376,1111,Governor Weatherby Swann,7,,0
376,1732,Pintel,8,,0
376,1733,Ragetti,9,,0
377,2098,Older Jamal,1,,0
377,2099,Sergeant Srinivas,2,,0
377,2100,Prem,3,,0
377,2101,Director,4,,0
377,2102,Vision Mixer,5,,0
377,2103,Older Latika,6,,0
377,2104,Police Inspector,7,,0
377,2105,Youngest Salim,8,,0
377,2106,Youngest Jamal,9,,0
378,439,Walt Kowalski,1,,0
378,2107,Father Janovich,2,,0
378,2108,Thao,3,,0
378,2109,Sue,4,,0
378,2110,Mitch Kowalski,5,,0
378,2111,Karen Kowalski,6,,0
378,2112,Ashley Kowalski,7,,0
378,1963,Steve Kowalski,8,,0
378,2113,Barber Martin,9,,0
379,2114,Bella Swan,1,,0
379,2115,Renï¿½e,2,,0
379,2116,Phil,3,,0
379,2117,Charlie Swan,4,,0
379,2118,Billy Black,5,,0
379,2119,Jacob Black,6,,0
379,2120,Tyler,7,,0
379,2121,Eric,8,,0
379,2122,Mike Newton,9,,0
380,2123,Sophie,1,,0
380,1016,Bill,2,,0
380,599,Sam,3,,0
380,2124,Sam's PA,4,,0
380,912,Harry,5,,0
380,2125,Harry's Housekeeper,6,,0
380,2126,Harry's Driver,7,,0
380,2127,Lisa,8,,0
380,2128,Ali,9,,0
382,906,Carrie Bradshaw,1,,0
382,364,Samantha Jones,2,,0
382,2129,Charlotte York,3,,0
382,2130,Miranda Hobbes,4,,0
382,2131,Mr. Big,5,,0
382,1569,Enid Frick,6,,0
382,1968,Louise,7,,0
382,2132,Steve Brady,8,,0
382,985,Harry Goldenblatt,9,,0
383,1936,Wesley,1,,0
383,10,Sloan,2,,0
383,1538,Fox,3,,0
383,2133,Pekwarsky,4,,0
383,1938,Cross,5,,0
383,2134,The Gunsmith,6,,0
383,2135,Cathy,7,,0
383,2136,The Repairman,8,,0
383,2137,Mr. X,9,,0
384,1695,Maxwell Smart,1,,0
384,1471,Agent 99,2,,0
384,1534,Agent 23,3,,0
384,2138,The Chief,4,,0
384,2133,Siegfried,5,,0
384,1894,Agent 91,6,,0
384,2139,Larabee,7,,0
384,198,The President,8,,0
384,115,Agent 13,9,,0
385,688,Horton,1,,0
385,1695,Mayor,2,,0
385,2140,Kangaroo,3,,0
385,1977,Vlad,4,,0
385,2031,Morton,5,,0
385,2141,Councilman,6,,0
385,1630,Dr. Mary Lou Larue,7,,0
385,1985,Tommy,8,,0
385,2142,Sally O'Malley,9,,0
386,1589,Po,1,,0
386,410,Shifu,2,,0
386,1538,Tigress,3,,0
386,2143,Tai Lung,4,,0
386,1155,Monkey,5,,0
386,2031,Mantis,6,,0
386,1417,Viper,7,,0
386,2041,Crane,8,,0
386,2144,Oogway,9,,0
387,2145,Tony Stark,1,,0
387,831,Rhodey,2,,0
387,1708,Obadiah Stane,3,,0
387,835,Pepper Potts,4,,0
387,1973,Christine Everhart,5,,0
387,2146,Yinsen,6,,0
387,2147,Raza,7,,0
387,2148,Agent Coulson,8,,0
387,2149,General Gabriel,9,,0
388,2150,Bruce Banner,1,,0
388,1227,Betty Ross,2,,0
388,683,Emil Blonsky,3,,0
388,1009,General 'Thunderbolt' Ross,4,,0
388,2151,Samuel Sterns,5,,0
388,2068,Leonard,6,,0
388,2152,Major Kathleen Sparr,7,,0
388,2153,General Joe Greller,8,,0
388,2154,Voice of The Incredible Hulk,9,,0
389,971,John Hancock,1,,0
389,2155,Mary,2,,0
389,1958,Ray,3,,0
389,2156,Aaron,4,,0
389,2157,Red,5,,0
389,2158,Man Mountain,6,,0
389,2159,Matrix,7,,0
389,2160,Mike,8,,0
389,92,Jeremy,9,,0
390,1123,Alex,1,,0
390,518,Marty,2,,0
390,1885,Melman,3,,0
390,952,Gloria,4,,0
390,1886,Julien,5,,0
390,1590,Maurice,6,,0
390,1501,Mort,7,,0
390,1506,Zuba,8,,0
390,247,Makunga,9,,0
391,1527,Daisy,1,,0
391,722,Benjamin Button,2,,0
391,724,Caroline,3,,0
391,2161,Dorothy Baker (as Faune Chambers),4,,0
391,158,Monsieur Gateau,5,,0
391,2162,Blanche Devereux,6,,0
391,2163,Martin Gateau (as Jacob Wood),7,,0
391,2164,Man at Train Station,8,,0
391,2165,Teddy Roosevelt,9,,0
393,140,Indiana Jones,1,65000000,0
393,1527,Irina Spalko,2,,0
393,1443,Marion Ravenwood,3,,0
393,2080,Mutt Williams,4,,0
393,1987,Mac' George Michale,5,,0
393,2166,Professor Oxley,6,,0
393,1881,Dean Charles Stanforth,7,,0
393,2167,Dovchenko,8,,0
393,2168,Russian Suit,9,,0
394,862,Bruce Wayne,1,,0
394,1435,Joker,2,,0
394,2169,Harvey Dent,3,,0
394,1605,Alfred,4,,0
394,2170,Rachel,5,,0
394,537,Gordon,6,,0
394,10,Lucius Fox,7,,0
394,2171,Ramirez,8,,0
394,2172,Wuertz,9,,0
395,1540,James Bond,1,,0
395,2173,Camille,2,,0
395,2174,Dominic Greene,3,,0
395,869,M,4,,0
395,1509,Rene Mathis,5,,0
395,2175,Strawberry Fields,6,,0
395,2014,Felix Leiter,7,,0
395,2176,Gregg Beam,8,,0
395,2177,Mr. White,9,,0
396,2178,Prince Caspian,1,,0
396,1932,Lucy Pevensie,2,,0
396,1933,Edmund Pevensie,3,,0
396,1934,Peter Pevensie,4,,0
396,1935,Susan Pevensie,5,,0
396,2179,Miraz,6,,0
396,1672,Trumpkin,7,,0
396,2180,Nikabrik,8,,0
396,2181,Doctor Cornelius,9,,0
398,1856,Veck Simms,2,,0
398,2182,Amy,3,,0
398,2183,Maya,4,,0
398,1053,Mom,5,,0
398,2184,Stuart,6,,0
398,2185,Chief Brooks,7,,0
398,2186,Cmdr. James Kent,8,,0
398,2187,Sergeant Howard,9,,0
399,671,Leigh Anne Tuohy,1,,0
399,2188,Sean Tuohy,2,,0
399,2189,Michael Oher,3,,0
399,2156,S.J. Tuohy,4,,0
399,2190,Collins Tuohy,5,,0
399,2191,Coach Cotton,6,,0
399,2192,Mrs. Boswell,7,,0
399,2193,Denise Oher,8,,0
399,199,Miss Sue,9,,0
400,1857,Phil,1,,0
400,2194,Stu,2,,0
400,2195,Alan,3,,0
400,1799,Doug,4,,0
400,1034,Jade,5,,0
400,2196,Tracy,6,,0
400,1126,Sid,7,,0
400,2197,Mr. Chow,8,,0
400,2198,Melissa,9,,0
401,671,Margaret Tate,1,,0
401,2199,Andrew Paxton,2,,0
401,63,Grace Paxton,3,,0
401,1792,Joe Paxton,4,,0
401,2200,Grandma Annie,5,,0
401,2201,Mr. Gilbertson,6,,0
401,2202,Gertrude,7,,0
401,2203,Ramone,8,,0
401,2204,Bob Spaulding,9,,0
402,2114,Bella Swan,1,,0
402,2205,Gran,2,,0
402,2206,Edward Cullen,3,,0
402,2117,Charlie Swan,4,,0
402,2207,Jessica,5,,0
402,2122,Mike,6,,0
402,2121,Eric,7,,0
402,2208,Angela,8,,0
402,2119,Jacob Black,9,,0
403,2209,Toby,1,,0
403,2041,Ian,2,,0
403,1493,Dave,3,,0
403,1960,Alvin,4,,0
403,2043,Simon,5,,0
403,2044,Theodore,6,,0
403,2142,Eleanor,7,,0
403,1352,Jeanette,8,,0
403,2210,Brittany,9,,0
405,2211,Madison (Diatryma Girl) (voice),1,,0
405,2212,Scratte,2,,0
405,2213,Glypto Boy (voice),3,,0
405,2214,Aardvark Mom,4,,0
405,2215,Adult Molehog Male (voice),5,,0
405,2216,Gazelle,6,,0
405,2217,Molehog Mom / Shovelmouth Mom (voice),7,,0
405,2218,Beaver Girl,8,,0
405,1661,Ellie,9,,0
406,2145,Sherlock Holmes,1,,0
406,1828,Dr. John Watson,2,,0
406,1853,Irene Adler,3,,0
406,2219,Lord Henry Blackwood,4,,0
406,2157,Inspector Lestrade,5,,0
406,2220,Dredger,6,,0
406,2221,Mrs. Hudson,7,,0
406,2222,Mary Morstan,8,,0
406,2223,Constable Clark,9,,0
407,1398,Logan,1,,0
407,983,Victor Creed,2,,0
407,2224,Stryker,3,,0
407,2225,John Wraith,4,,0
407,2226,Kayla Silverfox,5,,0
407,2038,Fred Dukes,6,,0
407,2227,Chris Bradley,7,,0
407,2228,Remy LeBeau,8,,0
407,2229,Agent Zero,9,,0
408,2230,Kirk,1,,0
408,2231,Spock,2,,0
408,358,Spock Prime,3,,0
408,1519,Nero,4,,0
408,1299,Pike,5,,0
408,1785,Bones,6,,0
408,2232,Uhura,7,,0
408,2011,Scotty,8,,0
408,2233,Sulu,9,,0
409,1123,Larry Daley,1,,0
409,1975,Amelia Earhart,2,,0
409,1229,Jedediah,3,,0
